,cluster,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry,payed
16201,1,21 - 30 years,8 - 10 years,College degree,Woman,Non profit Organization,well payed
16202,4,1 year or less,1 year or less,College degree,Woman,Technology & Science,very well payed
16203,1,5-7 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed
16204,1,8 - 10 years,5-7 years,Some college,Man,Other,bad payed
16206,3,1 year or less,1 year or less,College degree,Woman,Banking & Insurance,well payed
16207,1,8 - 10 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed
16208,3,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,well payed
16209,2,11 - 20 years,11 - 20 years,College degree,Man,Industry,well payed
16210,3,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
16211,2,11 - 20 years,11 - 20 years,College degree,Man,Industry,very well payed
16213,0,11 - 20 years,11 - 20 years,Master's degree,Man,Unidentified,well payed
16214,2,11 - 20 years,11 - 20 years,PhD,Man,Other,very well payed
16215,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Other,bad payed
16216,2,11 - 20 years,8 - 10 years,High School,Man,Technology & Science,well payed
16217,0,11 - 20 years,11 - 20 years,PhD,Man,Education,well payed
16218,1,5-7 years,2 - 4 years,College degree,Man,Education,bad payed
16219,4,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed
16220,1,1 year or less,1 year or less,Some college,Woman,Health,bad payed
16222,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,bad payed
16223,4,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,very well payed
16224,2,21 - 30 years,21 - 30 years,Master's degree,Man,Banking & Insurance,very well payed
16225,0,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Education,well payed
16226,2,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,very well payed
16227,3,11 - 20 years,5-7 years,College degree,Woman,Technology & Science,well payed
16228,4,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed
16229,1,8 - 10 years,8 - 10 years,PhD,Woman,Other,bad payed
16230,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,bad payed
16231,2,5-7 years,5-7 years,High School,Man,Technology & Science,bad payed
16232,1,11 - 20 years,11 - 20 years,College degree,Man,Education,bad payed
16233,2,21 - 30 years,11 - 20 years,College degree,Man,Technology & Science,well payed
16234,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,well payed
16235,0,8 - 10 years,5-7 years,Master's degree,Woman,Health,well payed
16236,2,11 - 20 years,8 - 10 years,College degree,Man,Technology & Science,very well payed
16237,4,11 - 20 years,8 - 10 years,College degree,Woman,Consulting,very well payed
16238,1,11 - 20 years,8 - 10 years,College degree,Man,Education,bad payed
16239,0,5-7 years,2 - 4 years,Master's degree,Woman,Other,bad payed
16240,2,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed
16241,4,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed
16242,2,5-7 years,5-7 years,College degree,Man,Technology & Science,well payed
16243,0,21 - 30 years,11 - 20 years,Master's degree,Man,Non profit Organization,well payed
16244,1,11 - 20 years,11 - 20 years,College degree,Man,Unidentified,bad payed
16245,1,11 - 20 years,2 - 4 years,College degree,Non-binary,Public & Government,bad payed
16246,0,2 - 4 years,2 - 4 years,Some college,Woman,Health,very bad payed 
16247,0,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Public & Government,well payed
16248,1,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,bad payed
16249,1,11 - 20 years,2 - 4 years,College degree,Man,Banking & Insurance,bad payed
16250,1,11 - 20 years,11 - 20 years,College degree,Man,Unidentified,bad payed
16251,3,5-7 years,2 - 4 years,College degree,Woman,Public & Government,well payed
16252,0,2 - 4 years,1 year or less,Master's degree,Woman,Technology & Science,bad payed
16253,1,8 - 10 years,2 - 4 years,Master's degree,Woman,Non profit Organization,bad payed
16254,3,11 - 20 years,2 - 4 years,College degree,Woman,Banking & Insurance,well payed
16255,4,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,very well payed
16256,4,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,very well payed
16257,3,11 - 20 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
16258,0,11 - 20 years,11 - 20 years,Master's degree,Non-binary,Unidentified,well payed
16259,4,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed
16262,0,8 - 10 years,2 - 4 years,Some college,Woman,Unidentified,well payed
16263,1,2 - 4 years,2 - 4 years,PhD,Woman,Advertising,bad payed
16264,2,31 - 40 years,21 - 30 years,Master's degree,Man,Technology & Science,very well payed
16266,0,5-7 years,5-7 years,Some college,Woman,Industry,well payed
16267,0,11 - 20 years,5-7 years,Some college,Non-binary,Public & Government,well payed
16269,2,11 - 20 years,11 - 20 years,College degree,Man,Industry,very well payed
16270,3,31 - 40 years,21 - 30 years,College degree,Woman,Industry,well payed
16271,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,well payed
16272,0,5-7 years,5-7 years,Some college,Man,Health,well payed
16273,0,11 - 20 years,11 - 20 years,High School,Man,Industry,well payed
16274,1,2 - 4 years,2 - 4 years,College degree,Man,Law,bad payed
16275,2,21 - 30 years,21 - 30 years,College degree,Man,Health,well payed
16276,3,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,well payed
16279,2,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed
16281,2,21 - 30 years,5-7 years,College degree,Man,Technology & Science,very well payed
16282,3,11 - 20 years,11 - 20 years,College degree,Woman,Health,well payed
16283,0,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,well payed
16284,4,11 - 20 years,8 - 10 years,College degree,Woman,Advertising,very well payed
16286,2,11 - 20 years,11 - 20 years,Master's degree,Man,Technology & Science,very well payed
16287,1,2 - 4 years,2 - 4 years,College degree,Prefer not to answer,Culture,bad payed
16288,2,8 - 10 years,2 - 4 years,College degree,Man,Technology & Science,well payed
16290,1,5-7 years,2 - 4 years,College degree,Woman,Culture,bad payed
16292,0,11 - 20 years,2 - 4 years,College degree,Man,Education,well payed
16293,0,11 - 20 years,8 - 10 years,PhD,Woman,Education,very well payed
16294,3,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
16295,0,5-7 years,2 - 4 years,Master's degree,Woman,Technology & Science,well payed
16296,1,8 - 10 years,8 - 10 years,College degree,Man,Non profit Organization,well payed
16297,2,21 - 30 years,21 - 30 years,College degree,Man,Technology & Science,very well payed
16298,0,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Public & Government,well payed
16299,0,11 - 20 years,11 - 20 years,High School,Man,Unidentified,well payed
16300,4,21 - 30 years,21 - 30 years,College degree,Woman,Banking & Insurance,very well payed
16301,1,2 - 4 years,2 - 4 years,College degree,Woman,Culture,bad payed
16302,3,11 - 20 years,8 - 10 years,College degree,Woman,Other,well payed
16303,0,31 - 40 years,11 - 20 years,Some college,Man,Industry,well payed
16304,1,8 - 10 years,8 - 10 years,College degree,Man,Non profit Organization,well payed
16305,2,21 - 30 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
16308,0,21 - 30 years,21 - 30 years,Master's degree,Prefer not to answer,Banking & Insurance,very well payed
16309,4,11 - 20 years,11 - 20 years,Master's degree,Woman,Technology & Science,very well payed
16310,1,11 - 20 years,5-7 years,College degree,Man,Industry,bad payed
16311,2,21 - 30 years,21 - 30 years,Master's degree,Man,Public & Government,very well payed
16312,2,11 - 20 years,2 - 4 years,College degree,Man,Technology & Science,bad payed
16313,2,2 - 4 years,8 - 10 years,College degree,Man,Technology & Science,very well payed
16314,3,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,well payed
16316,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
16317,4,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,very well payed
16318,3,8 - 10 years,8 - 10 years,College degree,Woman,Industry,well payed
16319,0,11 - 20 years,11 - 20 years,Some college,Woman,Non profit Organization,well payed
16320,4,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed
16321,1,11 - 20 years,1 year or less,Some college,Woman,Health,bad payed
16322,2,11 - 20 years,11 - 20 years,College degree,Man,Industry,very well payed
16323,2,11 - 20 years,11 - 20 years,Some college,Man,Technology & Science,well payed
16324,1,8 - 10 years,2 - 4 years,College degree,Man,Culture,bad payed
16325,2,5-7 years,2 - 4 years,College degree,Man,Industry,well payed
16326,0,21 - 30 years,11 - 20 years,Master's degree,Woman,Public & Government,well payed
16327,1,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,very bad payed 
16328,1,8 - 10 years,2 - 4 years,College degree,Man,Banking & Insurance,bad payed
16329,0,5-7 years,2 - 4 years,Master's degree,Woman,Advertising,well payed
16331,4,11 - 20 years,11 - 20 years,College degree,Woman,Industry,very well payed
16332,1,5-7 years,5-7 years,College degree,Non-binary,Non profit Organization,bad payed
16333,3,8 - 10 years,5-7 years,College degree,Non-binary,Technology & Science,well payed
16334,2,2 - 4 years,2 - 4 years,College degree,Man,Industry,well payed
16335,0,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Health,well payed
16336,0,2 - 4 years,2 - 4 years,PhD,Man,Health,well payed
16337,2,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,very well payed
16338,2,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed
16339,3,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,well payed
16340,0,8 - 10 years,2 - 4 years,Master's degree,Woman,Unidentified,bad payed
16341,4,21 - 30 years,21 - 30 years,College degree,Woman,Other,very well payed
16342,2,5-7 years,5-7 years,Master's degree,Man,Technology & Science,very well payed
16343,0,2 - 4 years,2 - 4 years,High School,Non-binary,Health,very bad payed 
16344,0,11 - 20 years,2 - 4 years,Master's degree,Woman,Education,well payed
16345,2,21 - 30 years,11 - 20 years,College degree,Man,Unidentified,well payed
16346,2,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed
16347,1,5-7 years,5-7 years,College degree,Woman,Health,bad payed
16348,1,8 - 10 years,2 - 4 years,College degree,Man,Banking & Insurance,bad payed
16349,4,31 - 40 years,31 - 40 years,Master's degree,Woman,Technology & Science,very well payed
16350,0,5-7 years,2 - 4 years,Master's degree,Woman,Advertising,well payed
16351,3,8 - 10 years,5-7 years,College degree,Woman,Law,well payed
16352,1,8 - 10 years,5-7 years,College degree,Non-binary,Non profit Organization,bad payed
16353,3,8 - 10 years,8 - 10 years,College degree,Woman,Public & Government,well payed
16354,1,8 - 10 years,2 - 4 years,College degree,Woman,Other,bad payed
16355,4,11 - 20 years,11 - 20 years,PhD,Woman,Other,very well payed
16356,4,5-7 years,5-7 years,College degree,Woman,Technology & Science,very well payed
16357,1,11 - 20 years,11 - 20 years,College degree,Man,Non profit Organization,well payed
16358,1,8 - 10 years,8 - 10 years,College degree,Man,Unidentified,bad payed
16359,3,2 - 4 years,2 - 4 years,College degree,Woman,Public & Government,well payed
16360,1,2 - 4 years,1 year or less,College degree,Woman,Health,bad payed
16361,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Banking & Insurance,well payed
16362,0,21 - 30 years,11 - 20 years,College degree,Man,Education,well payed
16363,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,well payed
16364,1,5-7 years,5-7 years,College degree,Woman,Advertising,bad payed
16365,2,21 - 30 years,11 - 20 years,Some college,Man,Technology & Science,bad payed
16366,0,5-7 years,8 - 10 years,Master's degree,Man,Advertising,bad payed
16367,0,11 - 20 years,11 - 20 years,Master's degree,Non-binary,Technology & Science,bad payed
16368,3,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,well payed
16369,0,5-7 years,2 - 4 years,Master's degree,Man,Consulting,well payed
16370,1,21 - 30 years,11 - 20 years,College degree,Woman,Advertising,bad payed
16371,2,8 - 10 years,5-7 years,College degree,Man,Banking & Insurance,very well payed
16374,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,well payed
16375,1,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,well payed
16376,3,11 - 20 years,11 - 20 years,College degree,Woman,Culture,well payed
16377,1,2 - 4 years,2 - 4 years,College degree,Woman,Public & Government,bad payed
16378,0,8 - 10 years,5-7 years,Master's degree,Non-binary,Non profit Organization,well payed
16379,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
16380,0,5-7 years,2 - 4 years,Master's degree,Man,Consulting,well payed
16381,0,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Man,Health,well payed
16382,0,2 - 4 years,2 - 4 years,Master's degree,Man,Technology & Science,well payed
16383,3,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
16384,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,very well payed
16385,0,5-7 years,5-7 years,College degree,Woman,Education,well payed
16386,3,11 - 20 years,11 - 20 years,College degree,Woman,Other,well payed
16387,2,21 - 30 years,11 - 20 years,Some college,Prefer not to answer,Technology & Science,very well payed
16388,3,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,well payed
16389,2,11 - 20 years,11 - 20 years,Master's degree,Man,Unidentified,very well payed
16390,0,5-7 years,2 - 4 years,Master's degree,Woman,Health,bad payed
16391,2,11 - 20 years,5-7 years,Some college,Man,Advertising,very well payed
16392,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Unidentified,well payed
16393,2,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed
16395,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,bad payed
16396,1,5-7 years,1 year or less,"Professional degree (MD, JD, etc.)",Man,Law,bad payed
16397,2,8 - 10 years,8 - 10 years,College degree,Man,Industry,well payed
16398,4,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed
16399,1,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,well payed
16400,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Unidentified,very well payed
16401,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
16402,2,2 - 4 years,2 - 4 years,Master's degree,Man,Technology & Science,very well payed
16403,0,5-7 years,2 - 4 years,Master's degree,Woman,Education,bad payed
16404,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
16405,1,2 - 4 years,2 - 4 years,College degree,Man,Culture,bad payed
16407,2,21 - 30 years,11 - 20 years,College degree,Man,Consulting,very well payed
16408,3,2 - 4 years,2 - 4 years,College degree,Woman,Banking & Insurance,well payed
16409,0,11 - 20 years,11 - 20 years,Master's degree,Non-binary,Education,well payed
16410,2,5-7 years,5-7 years,College degree,Man,Technology & Science,very well payed
16411,3,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,well payed
16412,1,8 - 10 years,5-7 years,College degree,Woman,Non profit Organization,very well payed
16413,1,8 - 10 years,2 - 4 years,College degree,Non-binary,Culture,bad payed
16414,1,2 - 4 years,2 - 4 years,College degree,Woman,Public & Government,bad payed
