,cluster,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry,payed,adjusted_annual_salary,harmonized_salary
16921,0,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,bad payed,0.7241059704950954,45000.0
16923,2,1 year or less,1 year or less,College degree,Woman,Banking & Insurance,well payed,1.4482119409901908,90000.0
16924,0,1 year or less,1 year or less,College degree,Woman,Public & Government,well payed,1.016295025728988,42660.0
16925,0,8 - 10 years,8 - 10 years,College degree,Woman,Health,well payed,1.3033907468911716,81000.0
16926,0,5-7 years,5-7 years,College degree,Woman,Non profit Organization,bad payed,0.5664117813650524,35000.0
16927,1,2 - 4 years,2 - 4 years,Master's degree,Man,Industry,well payed,1.158569552792153,72000.0
16928,0,2 - 4 years,1 year or less,College degree,Woman,Other,well payed,1.570505393784918,93600.0
16929,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Technology & Science,very well payed,2.422886817243321,86940.0
16930,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,well payed,1.2148728148090937,75499.0
16931,3,21 - 30 years,11 - 20 years,PhD,Man,Technology & Science,very well payed,2.4619602996833243,143000.0
16932,0,8 - 10 years,5-7 years,College degree,Woman,Consulting,well payed,1.123168816456837,68000.0
16933,0,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,well payed,1.6413068664555497,92000.0
16934,0,5-7 years,2 - 4 years,College degree,Woman,Public & Government,well payed,1.4506105870020964,60890.83
16935,3,2 - 4 years,2 - 4 years,College degree,Man,Health,well payed,1.4139031827711073,51350.0
16936,3,8 - 10 years,5-7 years,Some college,Man,Culture,well payed,1.60912437887799,95000.0
16937,0,5-7 years,5-7 years,College degree,Woman,Non profit Organization,well payed,1.0113346721248166,62500.0
16938,3,11 - 20 years,11 - 20 years,College degree,Man,Culture,well payed,1.045930846270693,65000.0
16939,3,8 - 10 years,5-7 years,Some college,Man,Technology & Science,well payed,1.116811612338109,42840.0
16940,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,well payed,1.1022501995314231,68500.0
16941,0,11 - 20 years,8 - 10 years,College degree,Woman,Education,well payed,1.60912437887799,100000.0
16942,4,31 - 40 years,21 - 30 years,PhD,Woman,Education,well payed,1.399938209623851,62000.0
16943,1,2 - 4 years,2 - 4 years,Master's degree,Non-binary,Industry,bad payed,0.933292139749234,58000.0
16944,1,8 - 10 years,2 - 4 years,High School,Woman,Education,very bad payed ,0.3540073633531577,22000.0
16945,3,5-7 years,5-7 years,College degree,Man,Technology & Science,well payed,1.8102649262377384,110500.0
16946,0,2 - 4 years,2 - 4 years,College degree,Woman,Consulting,well payed,1.914858010864808,119000.0
16947,0,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed,2.8964238819803816,115000.0
16948,0,2 - 4 years,2 - 4 years,College degree,Woman,Advertising,well payed,1.581769264437064,92700.0
16949,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Unidentified,well payed,1.9224669467202016,99400.0
16950,0,5-7 years,2 - 4 years,Master's degree,Woman,Technology & Science,well payed,1.3033907468911716,75000.0
16951,0,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed,3.620529852475477,225000.0
16952,3,21 - 30 years,21 - 30 years,College degree,Man,Technology & Science,very well payed,3.0573363198681807,190000.0
16953,0,21 - 30 years,11 - 20 years,Some college,Woman,Advertising,well payed,1.6423700181442784,63000.0
16955,2,11 - 20 years,11 - 20 years,Some college,Woman,Banking & Insurance,well payed,1.5286681599340903,95000.0
16957,3,21 - 30 years,21 - 30 years,Some college,Man,Technology & Science,very well payed,4.988285574521768,215000.0
16958,0,2 - 4 years,2 - 4 years,College degree,Woman,Consulting,well payed,1.1489148065188848,71400.0
16960,0,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed,2.4487976622641026,152182.0
16961,0,31 - 40 years,31 - 40 years,College degree,Woman,Education,well payed,1.930949254653588,120000.0
16962,0,5-7 years,5-7 years,College degree,Woman,Unidentified,bad payed,0.7241059704950954,45000.0
16963,0,2 - 4 years,2 - 4 years,College degree,Woman,Advertising,well payed,1.5180102915951972,53720.0
16964,0,11 - 20 years,11 - 20 years,College degree,Woman,Advertising,very well payed,2.992971344713061,158000.0
16965,0,2 - 4 years,2 - 4 years,College degree,Woman,Industry,well payed,1.745899951082619,93500.0
16967,0,5-7 years,5-7 years,College degree,Non-binary,Non profit Organization,well payed,1.1424783090033728,71000.0
16968,3,2 - 4 years,2 - 4 years,Master's degree,Man,Technology & Science,very well payed,2.220591642851626,138000.0
16969,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,2.7033289565150227,168000.0
16970,0,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)",Woman,Law,well payed,1.60912437887799,100000.0
16971,1,8 - 10 years,5-7 years,Master's degree,Woman,Education,bad payed,0.8850184083828944,55000.0
16972,3,11 - 20 years,11 - 20 years,PhD,Man,Public & Government,very well payed,2.655055225148683,163000.0
16973,0,5-7 years,5-7 years,College degree,Woman,Technology & Science,well payed,1.4964856723565303,93000.0
16974,0,8 - 10 years,8 - 10 years,College degree,Woman,Consulting,well payed,1.6895805978218892,105000.0
16975,3,11 - 20 years,2 - 4 years,Master's degree,Man,Technology & Science,very well payed,2.494142787260884,145000.0
16976,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,2.406220231198991,146536.0
16977,1,5-7 years,2 - 4 years,Master's degree,Woman,Advertising,very well payed,2.011405473597488,116000.0
16978,0,5-7 years,5-7 years,College degree,Woman,Industry,well payed,1.1263870652145929,70000.0
16979,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,well payed,1.255117015524832,78000.0
16980,0,2 - 4 years,2 - 4 years,College degree,Woman,Education,bad payed,0.771510774696841,47946.0
16981,0,5-7 years,2 - 4 years,College degree,Woman,Other,well payed,1.1376509358667388,70700.0
16982,3,41 years or more,41 years or more,Master's degree,Man,Technology & Science,very well payed,4.74691691769007,295000.0
16983,3,5-7 years,5-7 years,College degree,Man,Technology & Science,very well payed,4.74691691769007,295000.0
16984,0,2 - 4 years,2 - 4 years,College degree,Woman,Consulting,well payed,1.4482119409901908,90000.0
16985,0,1 year or less,1 year or less,College degree,Woman,Technology & Science,well payed,1.0620220900594732,66000.0
16986,1,11 - 20 years,5-7 years,Master's degree,Woman,Health,very well payed,2.53758914549059,142700.0
16987,0,11 - 20 years,5-7 years,College degree,Woman,Health,bad payed,0.5631935326072964,35000.0
16989,0,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,well payed,1.2068432841584924,75000.0
16990,0,11 - 20 years,5-7 years,College degree,Woman,Health,well payed,1.094204577637033,63000.0
16991,0,2 - 4 years,2 - 4 years,College degree,Woman,Health,bad payed,0.5792847763960763,36000.0
16992,0,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,bad payed,0.941337761643624,58500.0
16993,0,8 - 10 years,5-7 years,Some college,Non-binary,Technology & Science,well payed,1.60912437887799,90000.0
16994,0,5-7 years,5-7 years,College degree,Woman,Technology & Science,well payed,1.3033907468911716,81000.0
16995,1,21 - 30 years,11 - 20 years,Master's degree,Woman,Education,bad payed,0.965474627326794,60000.0
16996,0,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Public & Government,well payed,1.882675523287248,117000.0
16997,0,21 - 30 years,8 - 10 years,High School,Woman,Other,well payed,1.1424946426222913,59072.0
16998,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,well payed,1.6573981102443296,103000.0
16999,1,8 - 10 years,5-7 years,Master's degree,Woman,Culture,very well payed,2.7355114440925825,150000.0
17000,3,8 - 10 years,8 - 10 years,Master's degree,Man,Technology & Science,very well payed,3.298704976699879,205000.0
17001,0,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Health,very well payed,4.022810947194975,250000.0
17004,0,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,well payed,1.3677557220462913,80000.0
17005,4,5-7 years,5-7 years,PhD,Woman,Education,well payed,1.127996189593471,70100.0
17006,4,11 - 20 years,8 - 10 years,PhD,Woman,Education,well payed,1.4643031847789707,91000.0
17007,0,11 - 20 years,5-7 years,College degree,Woman,Technology & Science,well payed,1.4964856723565303,93000.0
17008,3,11 - 20 years,8 - 10 years,Some college,Man,Technology & Science,very well payed,2.820795036173116,152300.0
17009,3,11 - 20 years,8 - 10 years,PhD,Man,Technology & Science,well payed,1.8102649262377384,112500.0
17010,0,5-7 years,5-7 years,College degree,Woman,Education,bad payed,0.643649751551196,40000.0
17011,0,11 - 20 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed,0.9011096521716744,55000.0
17012,1,11 - 20 years,2 - 4 years,Master's degree,Woman,Other,very well payed,2.3779407555256418,102950.0
17013,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Industry,well payed,1.5286681599340903,93000.0
17014,0,21 - 30 years,11 - 20 years,College degree,Woman,Education,well payed,1.120899951082619,69659.0
17015,0,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,well payed,1.4803944285677506,89000.0
17016,0,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed,2.413686568316985,125000.0
17017,0,5-7 years,2 - 4 years,College degree,Woman,Unidentified,bad payed,0.6275585077624161,39000.0
17018,2,11 - 20 years,5-7 years,College degree,Woman,Banking & Insurance,very well payed,2.4458690558945446,137000.0
17019,3,11 - 20 years,8 - 10 years,College degree,Man,Technology & Science,very well payed,8.850184083828944,230000.0
17020,0,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,well payed,1.3838469658350712,86000.0
17021,1,8 - 10 years,5-7 years,Master's degree,Woman,Non profit Organization,very bad payed ,0.0,86520.0
17022,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Health,well payed,1.7941736824489587,110000.0
17023,2,11 - 20 years,2 - 4 years,College degree,Woman,Banking & Insurance,bad payed,0.9815658711155738,56000.0
17024,1,11 - 20 years,2 - 4 years,Master's degree,Woman,Banking & Insurance,very well payed,2.220591642851626,130000.0
17025,1,5-7 years,5-7 years,Master's degree,Man,Industry,well payed,1.4482119409901908,90000.0
17026,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Consulting,bad payed,0.9500913982647204,59044.0
17027,0,2 - 4 years,2 - 4 years,College degree,Woman,Other,well payed,1.2068432841584924,75000.0
17028,0,5-7 years,5-7 years,High School,Woman,Health,very bad payed ,0.4988285574521768,29000.0
17029,0,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,well payed,1.5286681599340903,85000.0
17030,3,5-7 years,5-7 years,College degree,Man,Technology & Science,well payed,1.3918925877294612,86500.0
17032,0,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Public & Government,bad payed,0.9091552740660642,56500.0
17033,2,11 - 20 years,2 - 4 years,College degree,Woman,Banking & Insurance,well payed,1.067540511793781,40950.0
17034,1,8 - 10 years,2 - 4 years,Master's degree,Woman,Banking & Insurance,bad payed,0.8704561096164676,33390.0
17035,3,1 year or less,1 year or less,Master's degree,Man,Technology & Science,well payed,1.3138960145154228,50400.0
17036,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Banking & Insurance,well payed,1.8504930357096885,95000.0
17037,3,11 - 20 years,11 - 20 years,College degree,Man,Education,well payed,1.158569552792153,72000.0
17038,0,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed,7.224968461162174,325000.0
17040,3,21 - 30 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,3.0895188074457405,152000.0
17041,1,21 - 30 years,21 - 30 years,Master's degree,Man,Public & Government,very well payed,2.365412836950645,147000.0
17042,0,5-7 years,2 - 4 years,College degree,Woman,Non profit Organization,very bad payed ,0.468255194253495,29000.0
17043,3,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed,2.413686568316985,140000.0
17045,2,8 - 10 years,5-7 years,High School,Woman,Banking & Insurance,well payed,1.0298930071715366,53250.0
17046,3,11 - 20 years,5-7 years,College degree,Man,Technology & Science,very well payed,3.717077315208156,231000.0
17047,1,21 - 30 years,11 - 20 years,Master's degree,Woman,Advertising,bad payed,0.9172008959604542,56000.0
17049,0,11 - 20 years,8 - 10 years,High School,Woman,Health,bad payed,0.6191910609922505,38480.0
17050,4,2 - 4 years,2 - 4 years,PhD,Woman,Health,well payed,1.8504930357096885,115000.0
17051,0,5-7 years,5-7 years,College degree,Woman,Culture,well payed,1.930949254653588,120000.0
17052,3,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed,2.0918616925413867,130000.0
17053,3,5-7 years,5-7 years,College degree,Man,Unidentified,bad payed,0.6597409953399758,41000.0
17054,3,2 - 4 years,2 - 4 years,College degree,Man,Culture,bad payed,0.5857212739115882,36400.0
17055,0,8 - 10 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed,3.6929404495249862,194500.0
17056,3,5-7 years,2 - 4 years,College degree,Man,Education,bad payed,0.8528359208053345,53000.0
17057,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,2.9286063695579414,167000.0
17058,4,2 - 4 years,2 - 4 years,PhD,Woman,Health,well payed,1.8504930357096885,115000.0
17059,2,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,well payed,1.3239070827218662,82075.0
17060,3,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed,3.298704976699879,180000.0
17061,3,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed,5.310110450297366,300000.0
17062,1,11 - 20 years,5-7 years,Master's degree,Woman,Non profit Organization,well payed,1.4803944285677506,92000.0
17063,0,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,well payed,1.145600010298396,71194.0
17064,0,5-7 years,2 - 4 years,College degree,Non-binary,Technology & Science,well payed,1.215353813426766,46620.0
17065,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,bad payed,0.8850184083828944,55000.0
17066,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Banking & Insurance,well payed,1.3275276125743416,82500.0
17067,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,bad payed,0.755490208346368,28980.0
17068,0,2 - 4 years,2 - 4 years,College degree,Woman,Education,bad payed,0.5792847763960763,36000.0
17069,3,21 - 30 years,21 - 30 years,College degree,Man,Technology & Science,very well payed,2.574599006204784,160000.0
17070,3,21 - 30 years,21 - 30 years,College degree,Man,Industry,very well payed,3.475708658376458,180000.0
17071,3,21 - 30 years,5-7 years,College degree,Man,Technology & Science,well payed,1.6252156226667698,97000.0
17072,0,2 - 4 years,2 - 4 years,College degree,Woman,Industry,well payed,1.3838469658350712,78000.0
17073,3,21 - 30 years,21 - 30 years,College degree,Man,Technology & Science,very well payed,2.574599006204784,160000.0
17074,0,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed,2.027496717386267,116000.0
17075,0,5-7 years,1 year or less,Master's degree,Woman,Technology & Science,well payed,1.287299503102392,72000.0
17076,2,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,very well payed,2.2527741304291857,120000.0
17077,4,11 - 20 years,11 - 20 years,PhD,Woman,Health,very well payed,5.100924281043228,245000.0
17078,1,8 - 10 years,5-7 years,Master's degree,Woman,Education,bad payed,0.9011096521716744,56000.0
17079,0,11 - 20 years,8 - 10 years,College degree,Woman,Advertising,well payed,1.1263870652145929,70000.0
17080,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Non profit Organization,well payed,1.152133055276641,71600.0
17081,1,8 - 10 years,5-7 years,Master's degree,Woman,Other,very well payed,2.0918616925413867,130000.0
