,harmonized_salary,how_old_are_you,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry cluster tf_idf_bigrams,category_salary,cluster
9566,96000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Industry,high,1
9567,80000.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Banking & Insurance,medium,0
9568,63319.0,45-54,21 - 30 years,21 - 30 years,Master's degree,Woman,Education,medium,2
9569,105000.0,25-34,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,high,1
9570,90351.0,55-64,31 - 40 years,21 - 30 years,Some college,Man,Technology & Science,medium,1
9571,106000.0,25-34,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
9572,165000.0,35-44,8 - 10 years,2 - 4 years,Master's degree,Woman,Health,high,0
9573,30000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Public & Government,low,0
9574,62480.0,18-24,2 - 4 years,2 - 4 years,Some college,Non-binary,Public & Government,medium,0
9575,83000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Retail,medium,2
9576,80000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Culture,medium,2
9577,66000.0,25-34,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Non-binary,Law,medium,0
9578,74000.0,25-34,11 - 20 years,8 - 10 years,College degree,Woman,Non profit Organization,medium,0
9579,61620.0,45-54,31 - 40 years,21 - 30 years,College degree,Woman,Industry,medium,0
9580,60000.0,25-34,5-7 years,1 year or less,Master's degree,Non-binary,Banking & Insurance,low,2
9581,41000.0,45-54,21 - 30 years,11 - 20 years,College degree,Woman,Health,low,0
9582,66360.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Public & Government,medium,0
9583,32000.0,55-64,31 - 40 years,21 - 30 years,Some college,Woman,Banking & Insurance,low,2
9584,90000.0,35-44,21 - 30 years,11 - 20 years,College degree,Woman,Industry,medium,0
9585,105000.0,45-54,21 - 30 years,11 - 20 years,Master's degree,Woman,Technology & Science,high,1
9586,55000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Retail,low,2
9587,92580.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,medium,0
9588,33800.0,18-24,2 - 4 years,2 - 4 years,High School,Woman,Health,low,0
9589,49275.0,35-44,5-7 years,5-7 years,Master's degree,Non-binary,Education,low,2
9590,53250.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Industry,low,2
9591,91000.0,35-44,11 - 20 years,2 - 4 years,Master's degree,Woman,Public & Government,medium,0
9592,94000.0,55-64,21 - 30 years,21 - 30 years,Master's degree,Woman,Education,high,2
9593,130000.0,25-34,5-7 years,5-7 years,PhD,Woman,Other,high,1
9594,230000.0,35-44,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,high,1
9595,105000.0,35-44,8 - 10 years,8 - 10 years,College degree,Woman,Construction,high,2
9596,49700.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Public & Government,low,0
9597,72800.0,25-34,11 - 20 years,8 - 10 years,Some college,Woman,Other,medium,2
9598,78560.0,25-34,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,medium,0
9599,120000.0,25-34,8 - 10 years,5-7 years,College degree,Man,Banking & Insurance,high,1
9600,65000.0,35-44,21 - 30 years,11 - 20 years,Master's degree,Woman,Education,medium,2
9601,48000.0,25-34,11 - 20 years,2 - 4 years,Some college,Woman,Other,low,2
9602,67000.0,45-54,21 - 30 years,21 - 30 years,College degree,Woman,Other,medium,2
9603,44635.0,35-44,21 - 30 years,2 - 4 years,College degree,Woman,Banking & Insurance,low,2
9604,94800.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,high,2
9605,110000.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Man,Banking & Insurance,high,1
9606,52000.0,35-44,11 - 20 years,5-7 years,Master's degree,Woman,Culture,low,2
9607,106000.0,45-54,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
9608,25578.0,35-44,11 - 20 years,2 - 4 years,College degree,Woman,Banking & Insurance,low,2
9609,54000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Education,low,2
9610,66000.0,25-34,5-7 years,5-7 years,High School,Woman,Retail,medium,2
9611,52000.0,25-34,8 - 10 years,2 - 4 years,Master's degree,Woman,Non profit Organization,low,2
9612,55000.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Advertising,low,2
9613,195000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,high,1
9614,100000.0,35-44,11 - 20 years,11 - 20 years,College degree,Man,Banking & Insurance,high,1
9615,46150.0,25-34,11 - 20 years,11 - 20 years,Some college,Woman,Banking & Insurance,low,2
9616,54000.0,45-54,11 - 20 years,5-7 years,Some college,Woman,Industry,low,2
9617,80000.0,25-34,5-7 years,5-7 years,College degree,Woman,Consulting,medium,0
9618,96000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,high,0
9619,84000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Education,medium,2
9620,30160.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Advertising,low,2
9621,112000.0,25-34,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,high,0
9622,36000.0,45-54,11 - 20 years,1 year or less,Master's degree,Woman,Non profit Organization,low,2
9623,57985.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Culture,low,2
9624,113000.0,25-34,11 - 20 years,5-7 years,Master's degree,Woman,Advertising,high,0
9625,53000.0,25-34,5-7 years,5-7 years,Master's degree,Man,Education,low,2
9626,46620.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,low,2
9627,88401.0,45-54,11 - 20 years,5-7 years,PhD,Woman,Education,medium,2
9628,98592.0,35-44,8 - 10 years,8 - 10 years,College degree,Woman,Energy,high,0
9629,60000.0,45-54,31 - 40 years,21 - 30 years,College degree,Woman,Advertising,low,2
9631,52000.0,45-54,31 - 40 years,11 - 20 years,Some college,Woman,Banking & Insurance,low,2
9632,71890.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,medium,1
9633,61000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,medium,2
9634,95000.0,35-44,8 - 10 years,8 - 10 years,Some college,Woman,Health,high,0
9635,132500.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Law,high,0
9636,70000.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Banking & Insurance,medium,0
9637,42000.0,25-34,5-7 years,5-7 years,College degree,Woman,Culture,low,2
9638,68977.92,35-44,11 - 20 years,11 - 20 years,Some college,Woman,Public & Government,medium,0
9639,36920.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Advertising,low,2
9640,186000.0,35-44,21 - 30 years,11 - 20 years,College degree,Woman,Technology & Science,high,1
9641,72680.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,medium,2
9642,87000.0,25-34,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,medium,0
9643,29120.0,35-44,11 - 20 years,2 - 4 years,Some college,Man,Technology & Science,low,1
9644,36000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,low,2
9645,80881.0,25-34,5-7 years,2 - 4 years,Master's degree,Woman,Technology & Science,medium,1
9646,82950.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Consulting,medium,0
9647,47000.0,18-24,2 - 4 years,1 year or less,College degree,Woman,Banking & Insurance,low,2
9648,83000.0,35-44,5-7 years,2 - 4 years,Master's degree,Woman,Unidentified,medium,0
9649,85000.0,25-34,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,medium,0
9650,215000.0,45-54,21 - 30 years,21 - 30 years,Some college,Woman,Consulting,high,0
9651,123000.0,35-44,8 - 10 years,5-7 years,Master's degree,Woman,Technology & Science,high,1
9652,81000.0,25-34,2 - 4 years,1 year or less,College degree,Woman,Industry,medium,0
9653,82000.0,45-54,21 - 30 years,5-7 years,College degree,Woman,Health,medium,0
9654,53250.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Law,low,0
9655,90000.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Unidentified,medium,0
9656,55440.0,55-64,31 - 40 years,21 - 30 years,PhD,Woman,Education,low,2
9658,109000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Industry,high,1
9659,63200.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,medium,2
9660,44800.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Education,low,2
9661,100000.0,35-44,11 - 20 years,2 - 4 years,College degree,Woman,Banking & Insurance,high,1
9662,51400.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Non profit Organization,low,2
9663,65000.0,35-44,21 - 30 years,11 - 20 years,College degree,Woman,Other,medium,2
9664,96000.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,high,1
9665,78000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,medium,1
9666,50000.0,25-34,2 - 4 years,1 year or less,Master's degree,Man,Non profit Organization,low,2
9667,40000.0,35-44,8 - 10 years,5-7 years,College degree,Woman,Banking & Insurance,low,2
9668,30000.0,35-44,8 - 10 years,8 - 10 years,College degree,Woman,Education,low,2
9669,90000.0,45-54,31 - 40 years,31 - 40 years,Master's degree,Woman,Education,medium,2
9670,44520.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Industry,low,2
9671,110600.0,55-64,21 - 30 years,21 - 30 years,College degree,Woman,Public & Government,high,0
9672,75000.0,25-34,5-7 years,5-7 years,PhD,Woman,Public & Government,medium,0
9673,36000.0,25-34,11 - 20 years,8 - 10 years,College degree,Woman,Banking & Insurance,low,2
9674,50000.0,35-44,11 - 20 years,11 - 20 years,Some college,Woman,Banking & Insurance,low,2
9675,65000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,medium,1
9676,57670.0,45-54,21 - 30 years,11 - 20 years,High School,Woman,Industry,low,2
9677,215000.0,25-34,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
9678,62400.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Other,medium,2
9679,141000.0,25-34,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
9680,60000.0,25-34,5-7 years,5-7 years,College degree,Woman,Health,low,0
9681,135000.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Health,high,0
9682,43292.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Non profit Organization,low,2
9683,80000.0,35-44,8 - 10 years,5-7 years,Master's degree,Woman,Non profit Organization,medium,0
9684,105000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Industry,high,1
9685,99777.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Public & Government,high,0
9686,200000.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Consulting,high,0
9687,81000.0,45-54,11 - 20 years,11 - 20 years,PhD,Woman,Health,medium,0
9688,175000.0,35-44,21 - 30 years,11 - 20 years,Master's degree,Woman,Technology & Science,high,1
9689,101000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Industry,high,1
9690,71000.0,35-44,21 - 30 years,8 - 10 years,College degree,Woman,Construction,medium,2
9691,21840.0,35-44,11 - 20 years,8 - 10 years,Some college,Woman,Education,low,2
9692,116000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,high,1
9693,23400.0,25-34,2 - 4 years,2 - 4 years,Some college,Woman,Retail,low,2
9694,50000.0,25-34,5-7 years,5-7 years,College degree,Woman,Culture,low,2
9695,67782.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Culture,medium,2
9696,148650.0,25-34,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,Health,high,1
9697,159000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,high,1
9698,33280.0,18-24,2 - 4 years,1 year or less,College degree,Non-binary,Unidentified,low,2
9699,31200.0,25-34,2 - 4 years,1 year or less,Some college,Woman,Industry,low,2
9700,108230.0,35-44,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Public & Government,high,0
9701,83000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,medium,1
9702,73840.0,45-54,31 - 40 years,11 - 20 years,College degree,Woman,Culture,medium,2
9703,125000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,high,0
9704,96500.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,high,1
9705,140000.0,35-44,11 - 20 years,11 - 20 years,High School,Woman,Banking & Insurance,high,1
9706,150000.0,45-54,21 - 30 years,11 - 20 years,College degree,Woman,Technology & Science,high,1
9707,80000.0,35-44,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,Other,medium,1
9708,84500.0,35-44,21 - 30 years,21 - 30 years,College degree,Woman,Health,medium,0
9709,100000.0,55-64,31 - 40 years,31 - 40 years,Master's degree,Woman,Education,high,2
9710,55000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,low,2
9711,161000.0,35-44,21 - 30 years,11 - 20 years,College degree,Woman,Health,high,0
9712,75000.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Public & Government,medium,0
9713,68000.0,55-64,31 - 40 years,31 - 40 years,College degree,Woman,Industry,medium,0
9714,65320.0,35-44,21 - 30 years,8 - 10 years,Master's degree,Woman,Health,medium,0
9715,78000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Public & Government,medium,0
9716,90850.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,medium,0
9717,107670.0,25-34,11 - 20 years,11 - 20 years,College degree,Woman,Public & Government,high,0
9718,80940.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Technology & Science,medium,1
9719,46500.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Education,low,2
9720,87962.0,25-34,8 - 10 years,2 - 4 years,Master's degree,Woman,Public & Government,medium,0
9721,88000.0,18-24,2 - 4 years,2 - 4 years,College degree,Woman,Consulting,medium,0
9722,64610.0,35-44,5-7 years,5-7 years,College degree,Woman,Law,medium,0
9723,58000.0,35-44,11 - 20 years,5-7 years,College degree,Woman,Education,low,2
9724,42000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Other,low,2
9725,65000.0,45-54,31 - 40 years,11 - 20 years,Master's degree,Woman,Public & Government,medium,0
9726,50000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,low,2
9727,48000.0,18-24,2 - 4 years,2 - 4 years,College degree,Woman,Education,low,2
9728,58240.0,45-54,8 - 10 years,2 - 4 years,College degree,Woman,Construction,low,2
9729,82500.0,45-54,11 - 20 years,11 - 20 years,College degree,Woman,Industry,medium,0
9730,250000.0,45-54,21 - 30 years,11 - 20 years,Master's degree,Woman,Consulting,high,0
9731,60000.0,35-44,8 - 10 years,2 - 4 years,Master's degree,Woman,Education,low,2
9732,49700.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Law,low,0
9733,57960.0,25-34,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,low,2
9734,64925.24,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Public & Government,medium,0
9735,120000.0,45-54,11 - 20 years,11 - 20 years,College degree,Woman,Advertising,high,0
9736,91811.0,55-64,21 - 30 years,21 - 30 years,College degree,Woman,Banking & Insurance,medium,0
9737,208000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Retail,high,2
9738,62000.0,25-34,5-7 years,5-7 years,College degree,Woman,Non profit Organization,medium,0
9739,66500.0,35-44,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Education,medium,2
9740,22000.0,25-34,2 - 4 years,1 year or less,College degree,Woman,Education,low,2
9741,68000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,medium,2
9742,53000.0,25-34,5-7 years,2 - 4 years,Master's degree,Non-binary,Education,low,2
9743,41600.0,35-44,11 - 20 years,8 - 10 years,Some college,Woman,Health,low,0
9744,86000.0,35-44,11 - 20 years,5-7 years,College degree,Woman,Banking & Insurance,medium,0
9745,68000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,medium,2
9746,68730.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Education,medium,2
9747,50000.0,25-34,2 - 4 years,2 - 4 years,College degree,Non-binary,Law,low,2
9748,39312.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Unidentified,low,2
9749,134000.0,35-44,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Non profit Organization,high,0
9750,125000.0,55-64,31 - 40 years,21 - 30 years,Master's degree,Woman,Consulting,high,0
9751,73000.0,45-54,21 - 30 years,21 - 30 years,Master's degree,Woman,Banking & Insurance,medium,0
9752,94000.0,25-34,11 - 20 years,8 - 10 years,Master's degree,Woman,Health,high,0
9753,94000.0,25-34,8 - 10 years,2 - 4 years,Master's degree,Woman,Technology & Science,high,1
9754,74195.0,25-34,5-7 years,5-7 years,College degree,Woman,Law,medium,0
9755,73000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Culture,medium,2
9756,56800.0,25-34,5-7 years,5-7 years,College degree,Woman,Culture,low,2
9757,94000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,high,1
9758,73000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Energy,medium,0
9759,55000.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Other,low,2
9760,60000.0,35-44,11 - 20 years,5-7 years,Master's degree,Woman,Consulting,low,0
9761,66740.0,18-24,5-7 years,5-7 years,College degree,Non-binary,Construction,medium,2
9762,91000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,medium,2
9763,22000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Education,low,2
9764,118000.0,45-54,21 - 30 years,21 - 30 years,Master's degree,Man,Unidentified,high,1
9765,176800.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Technology & Science,high,1
9766,62140.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Education,medium,2
9767,115000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,high,0
9768,97000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,high,1
9769,38000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Banking & Insurance,low,2
9770,55000.0,35-44,11 - 20 years,11 - 20 years,High School,Woman,Industry,low,2
9771,72000.0,55-64,31 - 40 years,5-7 years,College degree,Woman,Technology & Science,medium,1
9772,73130.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Industry,medium,0
9773,36000.0,35-44,21 - 30 years,2 - 4 years,Some college,Woman,Industry,low,2
9774,64565.98,35-44,11 - 20 years,8 - 10 years,High School,Woman,Health,medium,0
9775,160000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Consulting,high,0
9776,57708.0,45-54,21 - 30 years,11 - 20 years,College degree,Woman,Banking & Insurance,low,2
9777,74000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Education,medium,2
9778,72000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,medium,2
